Compound CID,pIC50 (M)
46883390,4.30715308072277
11623705,5.522878745280337
44254253,4.7594507517174005
53355130,4.0
70686384,4.039006291057664
9814817,5.315154638355588
5281600,4.122628654130226
53262875,7.698970004336019
46918647,4.3979400086720375
6197,5.823908740944319
14466188,4.638272163982407
118716650,5.008773924307505
51136520,4.0
76320899,5.214670164989233
70696899,4.3979400086720375
9982511,4.903089986991944
44626954,4.0
11133729,5.0
46881069,4.950781977329818
53323113,6.154901959985743
441612,9.301029995663981
129684883,5.154901959985743
73603990,5.180456064458132
11540713,1.7000005038830164
76313963,4.301029995663981
24970702,4.549750891680639
46191238,4.301029995663981
44584017,6.3979400086720375
10689330,5.4089353929735005
71452884,7.443697499232713
118715267,3.626536278367631
11653392,5.1944991418416
44559301,4.301029995663981
11436816,5.2441251443275085
13895197,6.698970004336019
5317836,5.522878745280337
132524068,4.3979400086720375
46918923,5.0
5458993,4.11975822410452
3083788,4.8326826652518236
70695739,4.251811972993799
10379922,4.614393726401688
76324561,5.0
44259,5.698970004336019
44584775,4.0
452548,6.903089986991944
6917655,4.301029995663981
44577073,4.5265130299354315
73147,5.356547323513812
46883379,3.841939206063395
118712031,5.259637310505756
44584018,5.769551078621726
10015259,7.292429823902063
446220,5.2399999527072705
25135943,4.1938200260161125
3823,4.920818753952375
71452523,6.638272163982407
404702,4.0
73213689,4.728158393463501
21576570,5.0
15182256,4.503070351926785
54587064,4.3979400086720375
5281657,4.698970004336019
50993826,5.0
11876182,5.6020599913279625
73345818,4.629857152948898
44130070,4.455931955649724
11764087,4.449771646944906
9887568,4.995678626217358
53359351,4.0
393602,8.397940008672037
73604003,5.769551078621726
132524548,5.0
16109871,4.51427857351842
11521008,4.301029995663981
45269014,4.978810700930062
70693906,5.0
122182020,5.0
150893,5.795880017344075
52947048,3.8751698505861407
10650360,4.3979400086720375
10090339,5.7447274948966935
11684843,4.924453038607469
118719335,5.376750709602099
24211,5.167491087293763
5281671,4.938924676370208
53320376,4.522878745280337
14707329,4.0
10887328,5.920818753952375
70684688,4.301029995663981
57380182,6.200659450546418
16663648,6.221848749616356
73356963,4.301029995663981
71745895,5.0
45270713,5.0
9986835,5.023191662661934
68827,9.853871964321762
443939,5.2403321553103694
53354921,6.795880017344075
9905484,6.1487416512809245
44606075,5.0
70775,4.522878745280337
49831542,4.804377056413063
162401,5.804100347590766
6382798,4.127843727251707
71746816,4.609064892896621
70698273,5.0
2999413,4.301029995663981
76333666,5.154901959985743
5281406,5.698970004336019
637760,4.200659450546418
107793,5.114638779968488
71725775,4.3979400086720375
35370,5.0
72708559,5.173925197299173
122177565,5.3979400086720375
60199898,4.6129662987176365
12313376,5.3979400086720375
11493762,5.651695136951839
46871902,4.0
73349170,4.346787486224656
462382,6.522878745280337
6426678,5.1938200260161125
132524062,4.3979400086720375
66572352,5.036212172654444
54581064,6.698970004336019
53355690,4.3979400086720375
13942402,4.803823814960027
5324778,4.552841968657781
73641,5.0
400433,4.6020599913279625
11667673,4.997402019280091
155189,4.6020599913279625
50908214,5.0
446541,6.301029995663981
14446180,7.3979400086720375
70692695,4.896538377905295
127030868,5.468521082957745
5281727,4.850472986245652
49866312,3.9956786262173574
50993821,5.173925197299173
92760,5.221848749616356
70688608,4.3979400086720375
132489954,5.136677139879544
90680621,4.0
122177947,4.145693958198919
9884761,5.721246399047171
312145,4.0
50994067,4.3979400086720375
57400007,4.3979400086720375
132525306,4.316052869248488
46881366,5.167491087293763
11675276,5.216096420727265
132519999,5.0
73348360,5.275724130399211
448799,8.537602002101044
134140000,5.0
21594119,4.271078353627141
45269862,6.221848749616356
25158712,4.3979400086720375
46881024,4.931814138253839
70688076,4.301029995663981
21723446,4.3979400086720375
10434469,6.966576244513051
10459196,4.341035157335565
251890,4.3979400086720375
6438637,4.724228099835068
637080,4.522878745280337
44614135,3.9982662871909995
11644907,5.42712839779952
3503,4.87942606879415
11576707,4.3979400086720375
132524065,4.3979400086720375
5770,4.579999668433626
132525304,4.316052869248488
44606073,5.0
76310276,4.301029995663981
12259685,8.084072788302885
5281318,6.22329881601159
44575627,4.0
127030869,5.619788758288394
90676540,5.913640169325252
118712034,4.698970004336019
441597,7.1487416512809245
10281,4.568636235841013
73352328,5.468521082957745
22489282,6.721246399047171
10086184,5.698970004336019
10552637,4.698970004336019
73355931,5.0
11488329,7.154901959985743
5488822,5.123782159408358
72326,4.632644078973981
5495926,5.0
101913792,5.0
73891100,5.442492798094342
5351344,7.6020599913279625
14314584,4.749579997691106
44406792,5.446116973356125
97214,5.154901959985743
5469424,4.035740369803151
45267984,6.346787486224656
24984995,6.214670164989233
71725771,4.3979400086720375
66572429,4.557520230935552
478125,3.977159389123472
24970701,4.801342913045577
122180875,4.3979400086720375
73351971,4.3979400086720375
10391130,4.903089986991944
4091,0.7945601411838714
5281321,7.2168113089247425
44241584,5.154901959985743
73421,5.008773924307505
442752,5.954677021213342
25015888,4.096910013008056
5311497,7.154901959985743
45271569,5.0
44179786,6.301029995663981
70682278,5.0
76335392,5.0
11187348,4.522878745280337
9810929,10.522878745280337
60154971,5.0
122724,6.815308569182402
132522276,5.229147988357856
442288,4.39577394691553
54585003,4.3979400086720375
66414,5.621602099051862
24066885,4.698970004336019
12443340,8.958607314841775
6688,3.6989700043360187
3973,4.536107011014093
95790451,4.301029995663981
92900,4.0
10101379,4.93292914395463
70686001,5.301029995663981
4563,5.050609993355088
45267265,6.221848749616356
6438143,5.886056647693163
16079165,6.229147988357856
118716651,5.259637310505756
480783,5.066512712151295
15386508,4.522878745280337
441302,4.301029995663981
44421647,4.009217308196862
44575399,5.366531544420414
76313482,5.657577319177793
10434225,3.8239087409443187
46883152,4.647817481888637
10572244,6.494850021680094
10356404,5.292429823902063
73356655,5.0
13711,3.6020599913279625
10717799,5.327902142064283
57409758,4.301029995663981
441298,4.3979400086720375
92156,4.5730010412434625
10682896,6.154901959985743
57380388,5.777283528852417
73355323,4.8996294548824375
132565210,5.6777807052660805
57333046,4.3979400086720375
13250,4.204119982655925
9920169,4.568636235841013
11381465,5.0
45268228,5.42021640338319
16038898,4.142667503568732
1548943,4.301290650557413
66572430,4.570247719997592
21147013,4.8297382846050425
44566459,6.070581074285707
14777892,5.301029995663981
10473936,5.008773924307505
122177563,5.522878745280337
10431955,4.534617148551582
62034,4.711080394338273
72192891,4.856985199745905
71746440,5.0
11600446,4.614393726401688
23247888,4.752026733638194
65110,3.0455104955051264
24970925,5.0
102322792,4.698970004336019
9890209,4.251811972993799
23266155,5.180456064458132
5487772,6.657577319177793
10730773,5.0
73481,5.301029995663981
73356773,4.698970004336019
275196,4.2441251443275085
90676541,6.113509274827519
45268134,4.94692155651658
73356501,4.3979400086720375
10605528,5.346787486224656
57391302,4.3979400086720375
24970643,4.301029995663981
44588489,5.1938200260161125
688492,4.1911141326401875
10403120,6.301029995663981
15250826,4.0
132576370,4.522878745280337
51351608,5.096910013008056
5492110,4.2636034977233574
6916254,4.430626090384954
127032931,4.3979400086720375
46881778,5.036212172654444
5281635,3.6989700043360187
65752,4.127843727251707
45111066,5.0
134147841,5.0
11093078,5.0589857562944305
21599923,5.0
44576055,4.0
57363,4.355167671174364
39912,3.09963287134353
53326250,4.481486060122113
222284,4.375717904164332
23243692,4.425968732272281
132576375,4.522878745280337
50994143,4.3979400086720375
241903,9.301029995663981
10904843,5.6020599913279625
14138895,4.780415473785745
46881248,4.0
71454955,5.164943898279883
4728,4.892790030352131
53355240,4.826813731587726
44421634,4.193141970481182
44566394,4.0
216239,5.054039296422431
4993,3.343901797987168
134156048,5.0
90670217,5.0
6443027,4.82102305270683
384525,9.0
9799061,5.309803919971486
9890994,4.096910013008056
148124,6.096910013008056
12313649,4.3979400086720375
5388983,4.618343517414213
46939505,4.301029995663981
70689419,4.847711655616943
122180307,4.3979400086720375
53494114,4.0
11110998,4.527389802403955
56672124,4.1911141326401875
54729711,6.844663962534939
72473,7.045757490560675
132577488,5.0
132582884,5.481486060122113
25067894,3.4559319556497243
10381440,6.221848749616356
6476323,4.355561410532162
128563,4.0
73299,4.40462504483175
12312560,4.301029995663981
52936752,5.0
50900411,5.133122185662502
96539,4.522878745280337
10466989,5.0
72701898,5.0
9862174,4.0
5280389,5.440093374963888
71458783,4.0
25112179,6.142667503568732
11382599,4.3979400086720375
56676701,5.0
10542828,5.2839966563652006
132577454,4.3979400086720375
46881054,4.280668713016273
70682263,4.3979400086720375
11808929,3.906578314837765
10053921,4.669586226650809
179794,4.0
72378,4.886056647693163
44450809,4.924453038607469
5280757,7.294221787171402
12302399,5.154901959985743
44254878,4.355561410532162
73353585,5.0
6439644,5.309803919971486
5280343,4.619788758288394
57403080,4.3979400086720375
11655045,0.6330002346115595
132576276,4.806875401645538
5356121,4.698970004336019
5282347,4.698970004336019
24862640,5.0
593615,4.826813731587726
90670459,5.0
9872976,4.154901959985743
5281703,4.552841968657781
21637642,4.096910013008056
132499770,4.364817951343732
25195036,5.0
444539,3.96657624451305
5315459,4.576754126063192
45102790,3.9366666410482503
16115401,4.267606240177032
10246505,4.3979400086720375
3825,4.301029995663981
46211337,4.060480747381382
60199900,4.591420874591332
16663417,4.823330067331851
57398335,5.386158178123931
44559106,4.702896349850743
5980988,5.0
73354304,5.0
44559444,4.0
71725772,4.3979400086720375
20839478,5.113509274827518
73349260,5.107905397309519
76313961,4.301029995663981
56683364,5.0
160712,4.443697499232712
24899655,4.0
70682595,4.0
6438138,4.3979400086720375
118711165,4.3979400086720375
118712033,4.698970004336019
72702679,5.1938200260161125
70690366,4.3979400086720375
5035,6.769551078621726
473141,5.060480747381382
2244,2.3010299956639813
73498,4.278849156250316
60155154,4.082494490447453
70688904,4.392866795608433
14604081,4.3979400086720375
2724385,7.617982957425132
45270538,5.0
132525205,5.0
44479729,3.6556077263148894
10477546,5.522878745280337
44614384,5.6307841425898575
73352131,5.0
72543909,4.554395796726403
132577483,5.309803919971486
44254250,3.866141874796665
44421644,4.0
73345866,5.013228265733755
479503,5.838631997765025
10410455,4.3979400086720375
21625899,4.301029995663981
25208914,5.0
57392960,4.522878745280337
53322140,4.864867348623225
132519997,5.0
73347290,5.0
90670220,5.0
5272653,5.0
10149,4.886056647693163
5352092,9.522878745280337
44406789,5.521433504406157
132499769,4.757707095017069
45272267,5.0
10999153,3.688670047696207
16202215,6.221848749616356
46939686,4.301029995663981
73348246,5.0
25158444,6.154901959985743
5280953,4.142667503568732
11326062,4.812479279163537
134148216,4.465973893943865
44427225,4.3979400086720375
66552718,4.0
14312562,4.1911141326401875
118712036,5.522878745280337
64945,4.522878745280337
38361391,4.942714355581785
11610905,5.0
132499765,4.757707095017069
7149,4.698970004336019
16099422,4.2839966563652006
16086566,6.522878745280337
101910440,4.301029995663981
444732,5.0
127030870,4.3979400086720375
23424966,6.221848749616356
44179177,5.0
56968179,5.809668301829708
57332779,5.060480747381382
132576280,4.614393726401688
44436803,4.5968794788241825
21637634,4.521289244487241
44613292,4.692717952966654
14017299,4.522878745280337
71745897,5.0
50908449,5.0
16757532,4.351639989019068
76331808,4.935542010773082
46881018,4.207608310501746
53297397,5.119186407719209
50994065,4.3979400086720375
440735,5.3214816209598865
73384,4.657774770639209
56599001,4.301029995663981
46912852,4.354577730650908
57333045,4.804100347590766
44234957,4.505845405981558
44557841,4.3979400086720375
12114698,5.0
44566461,5.0
90680624,4.0
122178658,5.0
70690098,4.301029995663981
54585002,4.3979400086720375
15944763,6.107905397309519
12114697,5.0
5319688,4.2889523961329665
11538626,4.096910013008056
50899862,3.836242476018044
49864069,4.3979400086720375
52316407,5.0
44254696,4.20453710560962
6477182,5.267606240177032
65366,5.130768280269024
53324930,5.318758762624412
6064803,5.0
90671719,6.173925197299173
3001811,5.236572006437063
54678922,4.522878745280337
44559125,5.449771646944906
17756116,4.0
5092,4.0
14060724,4.3979400086720375
44254603,4.233289792737741
53493989,4.0
5329102,5.201349354554731
46880036,5.107905397309519
132489956,4.253365801062421
23425129,4.122628654130226
14805961,4.3979400086720375
115012,5.633017024022149
176096,5.2076083105017466
53355794,4.3979400086720375
23248790,4.540607512240769
70690364,5.920818753952375
11387969,4.102372908709558
104741,9.327902142064282
57380109,4.903089986991944
53360479,4.1911141326401875
16041826,4.55783391421528
118719338,5.0
91820203,4.698970004336019
71764479,4.769551078621726
15378302,6.096910013008056
71524300,4.154901959985743
442088,5.267606240177032
5281416,4.301029995663981
637860,4.3979400086720375
73350392,4.301029995663981
5497136,4.342848498099033
11235347,4.598599459218456
70693291,5.0
70690670,4.3979400086720375
5472440,3.789681480173768
5352062,9.1249387366083
21586664,4.0
5315396,4.3979400086720375
50901244,4.853871964321762
71579049,5.0
121594862,4.850165303284215
56683730,4.301029995663981
24360,6.494850021680094
76324770,5.366531544420414
16215902,6.0655015487564325
128150,5.0
21628627,4.3979400086720375
76313959,4.812479279163537
6451060,5.022276394711152
12304178,4.57577192930402
6479922,5.029653123769907
23631167,4.059483515067432
13919188,5.0
10365741,5.0
46887680,5.0
11191366,6.301029995663981
44575542,5.0
134147763,5.0
90680627,4.835349784065703
60159010,5.701146923590294
23305941,6.3979400086720375
44179785,5.3872161432802645
44406800,4.914352711703144
54696388,4.522878745280337
156391,2.6225116166238673
76313962,4.73754891026957
57332650,4.958607314841775
20353,3.4341521813264824
13966122,4.767003889607846
45269778,4.931814138253839
100955971,5.0
442027,4.3979400086720375
127030577,4.853871964321762
99474,4.698970004336019
14162526,4.3979400086720375
14504505,1.285999858999293
689043,3.2596373105057563
188287,4.767003889607846
52951888,4.698970004336019
70686220,5.1249387366083
10255859,4.777283528852417
60154970,5.0
20485,5.00436480540245
36314,5.221848749616356
21723770,4.671620396561262
3086086,4.823908740944319
439530,5.97469413473523
50993899,5.0
76674,4.3979400086720375
73393,4.3979400086720375
134206,4.935542010773082
24721136,5.769551078621726
5317376,3.886056647693163
86342741,5.0
6545891,4.886056647693163
147795,4.447331783887806
133561647,5.0
53355687,4.896196279044043
70686496,5.113509274827518
73604002,5.6020599913279625
160006,6.7447274948966935
20056294,4.3979400086720375
57337699,4.0
71726172,5.0
121434448,4.826813731587726
53354924,6.795880017344075
249332,8.0
21589810,6.537602002101044
147895,8.698970004336019
636910,5.013228265733755
72543911,4.400116927926312
46833121,4.8517059025652545
1548910,4.546987608878545
86342739,5.0
3034112,4.53820144247489
53493988,4.0
53355024,6.795880017344075
118735597,4.3979400086720375
94391,4.301029995663981
71726171,5.0
127030872,4.3979400086720375
3083630,4.3979400086720375
44581669,4.747146969020107
10882393,4.3979400086720375
76313874,5.0
3488,4.130000141365475
118733913,5.0
44559037,5.6777807052660805
53316475,5.0
51361446,5.928117992693875
51042636,4.886056647693163
73346008,5.0
21573068,5.100179497572904
134154603,5.0
54582102,4.3979400086720375
441683,4.1444808443322
11151593,5.0
44233940,5.0
60154786,4.900001866923468
54763994,5.3979400086720375
57341560,4.0
3213,6.366531544420414
5281654,4.987162775294828
11581316,4.959002307576509
72946414,4.823908740944319
52316409,5.0
134140538,5.0
6436208,8.221848749616356
49831543,5.442492798094342
90670211,5.0
46888372,4.0
155165,4.301029995663981
70696412,4.767003889607846
56678658,4.882728704344236
13873658,5.0
9852185,6.301029995663981
122181368,4.301029995663981
127031183,4.3979400086720375
76310763,5.0
12304433,4.301029995663981
134143564,4.126679398184601
99188,4.7447274948966935
10243,4.301029995663981
11028994,5.075720713938118
10344881,6.6020599913279625
76335391,5.0
71304835,4.914352711703144
9947201,4.522878745280337
72946417,5.3979400086720375
54671718,5.2076083105017466
53354922,6.795880017344075
179269,8.772113295386326
71579052,5.0
99651,4.096910013008056
70686503,4.3979400086720375
72701894,5.552841968657781
60199739,4.301029995663981
118719345,5.0
46937367,4.808548985535104
132576279,4.73754891026957
10248089,4.628932137728264
73603989,4.97061622231479
46184557,5.0
90670214,5.431798275933005
10647785,5.0
87371,4.3979400086720375
76309964,4.3979400086720375
46881250,4.0
5281708,8.0
118715265,3.626536278367631
44257302,5.154901959985743
13386157,6.455931955649724
60199736,4.438779321066057
323,4.301029995663981
637125,4.3979400086720375
134139690,5.0
637261,4.978810700930062
15922655,4.823908740944319
90670219,5.136677139879544
92802,4.235077015350112
194249,4.785156151952302
480865,5.2839966563652006
11284483,7.920818753952375
46191092,3.8239087409443187
9953366,5.0
118712035,5.045757490560675
71524353,4.3979400086720375
3037463,4.0
5352005,6.045757490560675
76335696,4.301029995663981
15411208,4.841637507904751
30219,4.3979400086720375
72701895,5.0
6440856,4.552841968657781
8468,3.0
71746436,4.1926679607088095
11135781,5.318758762624412
132577492,5.0
36462,7.070581074285707
446378,9.881404634776239
179651,5.366531544420414
71600979,4.4723700991286615
11614664,5.080921907623926
5316802,5.0385789059335515
5280961,4.113509274827518
6918335,7.0
73350869,4.301029995663981
10408212,4.522878745280337
73588,4.522878745280337
25158710,4.3979400086720375
73611,5.6777807052660805
66572431,6.301029995663981
66572354,4.3979400086720375
10099233,5.0
72947649,4.3979400086720375
46210588,6.920818753952375
12305362,4.301029995663981
5406157,4.715794932298206
53262701,4.4089353929735005
56602269,4.42021640338319
71746620,5.0
15011613,5.795880017344075
46881068,4.7544873321858505
60154785,4.40000018605658
122180304,4.3979400086720375
10084943,5.0
60199741,4.301029995663981
57332512,5.197226274708024
5291,5.309999839831227
70692817,4.3979400086720375
134154970,5.0
132525302,4.7055337738384075
127033255,4.3979400086720375
56660328,4.7121982700697735
46906485,5.2636034977233574
50994144,4.3979400086720375
46881253,4.0
57341561,4.060480747381382
118711166,4.3979400086720375
10581238,7.1938200260161125
3000706,6.301029995663981
39675,4.301029995663981
5280443,4.022276394711152
44559705,5.276544327964814
57333163,5.154901959985743
12303261,4.698970004336019
10447462,4.3979400086720375
76321230,4.301029995663981
44234956,4.301029995663981
23248791,4.0
11735379,6.096910013008056
45268133,5.036212172654444
46906969,4.533132379645891
5281576,4.6020599913279625
11652942,4.670805584911549
45268017,5.0
76320896,5.7447274948966935
21629983,5.841637507904751
10476763,5.4089353929735005
9891226,7.013228265733755
16085140,4.0
90676172,5.455931955649724
132606959,4.698970004336019
4788,5.0
70682127,4.306185146110583
132577482,5.0
11102348,5.107905397309519
10317069,4.686132779630847
73493,4.612788199686269
76331807,5.6020599913279625
5318980,5.154901959985743
2160,5.0
11477116,5.0
44584313,5.522878745280337
127033767,4.3979400086720375
5315472,4.47134035476501
73350868,4.301029995663981
5978,9.075720713938118
42639152,5.0
44559105,5.007446482167865
21637635,4.1919917000896
1923,4.301029995663981
52947022,4.151810883008602
442705,5.0
90670212,5.0
18646,4.167491087293763
118719339,5.0
90670215,5.795880017344075
71601113,4.681936665037238
176079,4.945770090136603
44614137,3.9208187539523753
25145864,5.651695136951839
44591858,6.013228265733755
132499766,4.364817951343732
54670067,4.0
76325291,5.142667503568732
45269863,4.356547323513813
108003,4.6020599913279625
73350740,5.031517051446065
71460598,5.376750709602099
221493,4.301029995663981
10382485,4.48932096896779
1150,4.301029995663981
60155324,4.3979400086720375
76317392,5.337242168318426
71746439,5.0
132520000,5.0
5493670,5.0
44343868,5.0
73659,4.61261017366127
44558900,7.0
11521005,4.3979400086720375
156118,4.698970004336019
6440616,4.3979400086720375
370,4.7594507517174005
132519998,5.0
56602065,5.0
44561220,4.951558196449596
132577455,4.3979400086720375
14296,4.698970004336019
46888562,5.0
132524,4.0
338,4.0
20056132,5.7447274948966935
16046182,5.0
21672692,4.331520897067414
44406793,4.229147988357856
73352797,5.0
71746434,4.125228362815702
57391287,5.0
73346007,5.0
46881071,4.498940737782249
24829331,5.0
638024,4.00436480540245
441676,4.0
14355298,7.920818753952375
44558902,6.853871964321762
70698018,4.8613815661005075
5311281,5.2839966563652006
54583046,4.3979400086720375
45267323,5.0
24853809,1.2879997004123698
53483954,3.978810700930062
73356778,5.221848749616356
12444634,4.346787486224656
44254170,3.841939206063395
46882750,3.6989700043360187
23247890,4.777283528852417
10256,5.029188389127483
24873069,7.161150909262744
86024947,4.430392032453176
76335695,4.301029995663981
25073519,5.0
107985,7.721246399047171
90670213,5.318758762624412
46210591,5.4829361265173455
5919576,4.85078088734462
3957,6.760000207113128
90670218,5.0
54584210,5.0
16215550,4.196542884351586
91453,4.508638306165727
348482,5.743378453930294
21771417,3.616184634019569
127033464,4.3979400086720375
72708602,4.301029995663981
11800844,4.3979400086720375
14563770,5.431798275933005
9993268,4.301029995663981
70691853,5.236572006437063
5372162,4.3979400086720375
10889671,5.0
122181369,4.301029995663981
50901245,4.97469413473523
44575564,5.275724130399211
25209714,4.698970004336019
5757,8.522878745280337
15222314,4.6020599913279625
16109841,4.086186147616283
11857938,4.425737170292973
22035237,4.0
637858,5.211831628858833
71460594,4.0
23651014,3.8239087409443187
44566325,6.301029995663981
46939593,4.301029995663981
44578506,4.481486060122113
5317837,5.522878745280337
76310275,4.638272163982407
71746633,5.0
122181370,4.43533393574791
12313923,5.0
70697351,5.42021640338319
57394792,5.0
5481949,5.138465589140962
72701897,5.0
132525207,5.026872146400302
44445766,5.0
118716654,5.301029995663981
14159819,6.301029995663981
45375877,4.522878745280337
72549948,5.508638306165727
265237,5.443697499232713
44243824,5.187086643357144
23424711,4.3979400086720375
132524066,4.3979400086720375
23872096,4.698970004336019
20055038,4.0
46886741,3.9281179926938745
71607898,4.757707095017069
132576369,4.522878745280337
5360741,4.301029995663981
5280453,4.903089986991944
11964516,4.3979400086720375
480828,4.7256112044496215
132606961,5.013228265733755
73604000,5.468521082957745
46872585,5.0
16741,4.787812395596042
11983285,5.0
5281617,4.987162775294828
177744,5.0
101911911,4.098541678603888
10967532,4.3979400086720375
10766447,4.638272163982407
132524549,5.0
194774,5.0
24786700,6.795880017344075
11079623,4.522878745280337
72543913,4.294136287716081
442720,5.288192770958809
44592813,5.017728766960431
16099572,5.0
156679,4.161150909262744
127032864,4.3979400086720375
76335385,4.3979400086720375
73603997,4.723538195826756
6179330,5.0
76617,4.431798275933005
11723174,5.0
11331392,4.3979400086720375
10543461,5.0
76313960,4.301029995663981
53493834,5.0
23651015,4.4070464284521345
46879996,4.7121982700697735
44139375,4.7447274948966935
10408374,3.5228787452803374
53316854,4.448184177648985
122180305,4.829444941478791
52951886,4.698970004336019
10588360,4.3979400086720375
44607276,4.3979400086720375
88881,4.958607314841775
636980,5.0
70684347,4.3979400086720375
71577510,5.522878745280337
73347717,4.522878745280337
44445338,4.657577319177793
56602468,3.978810700930062
5358691,5.621602099051862
52325746,4.958607314841775
12302120,7.431798275933005
5282164,4.096910013008056
44233937,5.0
5321010,4.835647144215563
6917864,4.412176828681045
12303262,5.886056647693163
10227,5.140861702705469
44450293,4.6020599913279625
16109795,6.096910013008056
44436804,4.581698708680254
70673796,4.0
53493985,4.474955192963154
10207,4.698970004336019
10168,3.975925012692574
100937823,5.0
57409757,4.301029995663981
53355795,4.3979400086720375
401171,4.6020599913279625
53318176,5.078833949362261
21608802,4.663540266151471
76332514,5.0
71452521,6.187086643357144
6325287,5.0
10300534,4.956244873031321
3034034,5.769551078621726
11814693,6.657577319177793
60199901,4.301029995663981
16091660,5.079876673709276
53359352,4.0
122177948,4.2168113089247425
134145688,5.0
73347309,4.626720106722504
14236566,4.709965388637482
8974,4.139063379299906
125848,5.721246399047171
46939683,4.301029995663981
54584049,4.3979400086720375
50899861,5.494850021680094
11158514,6.585026652029182
132521315,5.0
442614,4.286509456906058
442045,5.0
5994,3.899998417198648
45267264,5.337242168318426
8530,4.771599641296995
12016584,3.8239087409443187
150068,5.6020599913279625
15699649,5.0
72204300,4.6020599913279625
56835176,4.748118545447473
90676171,5.086186147616283
16081680,5.823908740944319
73201,4.071092309756048
167927,4.301029995663981
134145752,5.0
384867,4.301029995663981
118711167,4.3979400086720375
14034811,4.987162775294828
73345861,4.3979400086720375
10558006,6.721246399047171
42631361,4.3979400086720375
132584641,4.698970004336019
127032847,4.804100347590766
72702449,5.0
54675769,3.5850266520291822
45272283,5.0
101913838,5.4089353929735005
10741390,4.301029995663981
4829,7.154901959985743
71579050,5.0
57409855,4.301029995663981
24799159,5.060980223551334
70696900,4.3979400086720375
442513,3.906578314837765
969516,4.492144128304169
82143,6.200659450546418
10407389,5.6020599913279625
10317884,4.892790030352131
57396551,5.0
46881254,4.0
54582101,4.3979400086720375
24992054,6.481486060122113
119268,4.522878745280337
53262840,7.698970004336019
71461758,5.638272163982407
71579128,5.0
57333718,4.022276394711152
382514,4.454692883534176
90670208,5.0
480869,4.0
134149938,5.0
11533293,5.301029995663981
54732501,4.522878745280337
51537163,5.0
5746,7.492144128304169
102026936,5.0
10324137,5.337242168318426
46216848,4.3979400086720375
44419680,2.0
53359461,4.0
76328408,4.301029995663981
70686504,4.3979400086720375
16109773,2.0
